Priority_Rank,Priority_Category,FeatureType,AssetID,Impact,Contribution_Discrete,Contribution_Continuous,Benefit_Discrete,Benefit_Continuous,Benefit_Per_Asset_Length,ConditionScore,WeightedDistressExtentRatio,AssetLength,MI_Value_Public_Rebuild,MI_Score_Public_Rebuild,MI_Score_Public_Normalized,Risk_Product_Public_MI_x_Condition,source_layer,public_length_m,SurfaceMaterial,A2_400m_Score,A2_250m_Score,A2_100m_Score,A3_400m_Score,A3_250m_Score,A3_100m_Score,A4_400m_Score,A4_250m_Score,A4_100m_Score,B0_400m_Score,B0_250m_Score,B0_100m_Score,B1_400m_Score,B1_250m_Score,B1_100m_Score,B2_400m_Score,B2_250m_Score,B2_100m_Score,B3_400m_Score,B3_250m_Score,B3_100m_Score,C2_400m_Score,C2_250m_Score,C2_100m_Score,C3_0m_Score,C4_0m_Score,C5_0m_Score,C6_0m_Score,D0_400m_Score,D0_250m_Score,D0_100m_Score,D1_400m_Score,D1_250m_Score,D1_100m_Score,D2_400m_Score,D2_250m_Score,D2_100m_Score,D3_400m_Score,D3_250m_Score,D3_100m_Score,D4_400m_Score,D4_250m_Score,D4_100m_Score,E6_0m_Score,F1_400m_Score,F1_250m_Score,F1_100m_Score,F9_400m_Score,F9_250m_Score,F9_100m_Score,G0_400m_Score,G0_250m_Score,G0_100m_Score,G1_0m_Score,G2_0m_Score,G3_0m_Score,G4_0m_Score,G5_0m_Score,A1_400m_Score,A1_250m_Score,A1_100m_Score,E0_400m_Score,E0_250m_Score,E0_100m_Score,E1_400m_Score,E1_250m_Score,E1_100m_Score,E2_400m_Score,E2_250m_Score,E2_100m_Score,E3_400m_Score,E3_250m_Score,E3_100m_Score,C0_400m_Score,C0_250m_Score,C0_100m_Score,F0_400m_Score,F0_250m_Score,F0_100m_Score,F8_400m_Score,F8_250m_Score,F8_100m_Score,F2_0m_Score,F3_0m_Score,F4_0m_Score,F6_0m_Score,F7_0m_Score,A0_400m_Score,A0_250m_Score,A0_100m_Score,A5_400m_Score,A5_250m_Score,A5_100m_Score,C1_400m_Score,C1_250m_Score,C1_100m_Score,E4_0m_Score,E5_0m_Score,DistressExtentRatio,U_Gap_L3,U_Grade_L3,U_Trip_L3,D_Crack_L1,D_Crack_L2,D_Crossfall_L1,D_Heave_L1,D_Heave_L2,D_Patch_L1,D_Patch_L2,D_Ponding_L1,D_Ponding_L2,D_Rough_L1,D_Rough_L2,D_Trip_L1,D_Trip_L2,D_Utility_L1,D_Utility_L2,T_Crossfall_L1,T_Culvert_L1,T_Obstruct_L1,T_Pond_L2,T_Rocks_L1,T_Roots_L1,T_Roots_L2,T_Rut_L1,T_Rut_L2,T_Veg_L1,T_Mud_L1,T_Pond_L1,T_Rocks_L2,T_Steps_L1,T_Structure_L1,PedestrianIncidents_50m_2020_2024,ConditionScore_num,WeightedDistressExtentRatio_num,AssetLength_num,Benefit_With_Incidents
1237,Low,RPath,1297,1.0,3.0,0.015,3.0,0.015,0.05917159763313609,2.0,0.015,50.7,25,1,1,2.0,sidewalks,44.755,CON,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,3,0.03,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,0,2.0,0.015,50.7,3.0
1238,Low,RPath,1300,1.0,3.0,0.013,3.0,0.013,0.03355704697986577,2.0,0.013,89.4,27,1,1,2.0,sidewalks,86.226,CON,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.05,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.013,89.4,3.0
1239,Low,RPath,1303,1.0,3.0,0.062,3.0,0.062,0.07075471698113207,2.0,0.062,42.4,27,1,1,2.0,sidewalks,42.004,CON,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.106,,,,0.035,0.035,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,0,2.0,0.062,42.4,3.0
1240,Low,RPath,1318,1.0,3.0,0.016,3.0,0.016,0.03257328990228013,2.0,0.016,92.1,22,1,1,2.0,sidewalks,90.623,CON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.049,,,,0.033,,,,,,,,,,,0.016,,,,,,,,,,,,,,,,,,,0,2.0,0.016,92.1,3.0
1241,Low,RPath,1319,1.0,3.0,0.013,3.0,0.013,0.03525264394829612,2.0,0.013,85.1,23,1,1,2.0,sidewalks,82.98,CON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.053,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.013,85.1,3.0
1242,Low,RPath,1328,1.0,3.0,0.019,3.0,0.019,0.07556675062972291,2.0,0.019,39.7,27,1,1,2.0,sidewalks,26.799,CON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.038,,,,,,,,,,,,,,,0.038,,,,,,,,,,,,,,,,,,,0,2.0,0.019,39.7,3.0
1243,Low,RPath,1329,1.0,3.0,0.02,3.0,0.02,0.07874015748031496,2.0,0.02,38.1,26,1,1,2.0,sidewalks,35.766,CON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.079,,,,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.02,38.1,3.0
1244,Low,RPath,1558,1.0,3.0,0.023,3.0,0.023,0.01858736059479554,2.0,0.023,161.4,29,2,1,2.0,sidewalks,159.505,CON,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.093,,,,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.023,161.4,3.0
1245,Low,RPath,1559,1.0,3.0,0.028,3.0,0.028,0.03783102143757881,2.0,0.028,79.3,28,2,1,2.0,sidewalks,77.035,CON,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.113,,,,0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.028,79.3,3.0
1246,Low,RPath,1565,1.0,3.0,0.018,3.0,0.018,0.07246376811594203,2.0,0.018,41.4,24,1,1,2.0,sidewalks,42.055,CON,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0.036,,,,,,,,,,,,,,,0.036,,,,,,,,,,,,,,,,,,,0,2.0,0.018,41.4,3.0
1247,Low,RPath,1619,1.0,3.0,0.018,3.0,0.018,0.029585798816568046,2.0,0.018,101.4,16,1,1,2.0,sidewalks,99.792,CON,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0.074,,,,0.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.018,101.4,3.0
1248,Low,RPath,1620,1.0,3.0,0.045,3.0,0.045,0.03257328990228013,2.0,0.045,92.1,19,1,1,2.0,sidewalks,89.946,CON,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0.081,,,,0.049,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.045,92.1,3.0
1249,Low,RPath,1427,1.0,3.0,0.063,3.0,0.063,0.050590219224283306,2.0,0.063,59.3,27,1,1,2.0,walkways,59.316,HMAC,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0.177,,,,0.152,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.063,59.3,3.0
1250,Low,RPath,1523,1.0,3.0,0.063,3.0,0.063,0.02518891687657431,2.0,0.063,119.1,21,1,1,2.0,walkways,119.089,SS,1,2,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.063,,,,,,,,,,,,,,,,,,,0.013,,,,,,0.038,,,0.013,,,,,,0,2.0,0.063,119.1,3.0
1251,Low,RPath,1533,1.0,3.0,0.072,3.0,0.072,0.07228915662650602,2.0,0.072,41.5,25,1,1,2.0,walkways,41.539,HMAC,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.072,,,,,,,,,,,,,,,,,,,,,0.072,,,,,,,,,,,,,0,2.0,0.072,41.5,3.0
1252,Low,RPath,1534,1.0,3.0,0.1,3.0,0.1,0.027522935779816515,2.0,0.1,109.0,29,2,1,2.0,walkways,108.999,HMAC,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,3,0.11,,,0.014,0.014,,,,,,,,0.014,,,,,,0.014,,,0.055,,,,,,,,,,,,,0,2.0,0.1,109.0,3.0
1253,Low,RPath,46,2.0,1.0,0.306,2.0,0.612,0.011834319526627219,4.0,0.306,169.0,42,2,2,8.0,sidewalks,169.366,HMAC,1,2,2,1,0,0,1,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.346,,,,0.053,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.0,0.306,169.0,2.0
1254,Low,RPath,48,2.0,1.0,0.487,2.0,0.974,0.006823609689525759,4.0,0.487,293.1,42,2,2,8.0,sidewalks,293.121,HMAC,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.491,,,,,0.486,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,0,4.0,0.487,293.1,2.0
1255,Low,RPath,63,2.0,1.0,0.265,2.0,0.53,0.012987012987012988,4.0,0.265,154.0,45,2,2,8.0,sidewalks,153.973,HMAC,1,2,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1,2,0,0,0,0,1,2,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.351,,,,0.107,0.234,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,0,4.0,0.265,154.0,2.0
1256,Low,RPath,111,2.0,1.0,0.286,2.0,0.572,0.020618556701030927,4.0,0.286,97.0,41,2,2,8.0,sidewalks,99.915,HMAC,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,5,0,0.387,,,,0.124,0.247,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,0,4.0,0.286,97.0,2.0
1257,Low,RPath,172,2.0,1.0,0.261,2.0,0.522,0.020768431983385256,4.0,0.261,96.3,35,2,2,8.0,sidewalks,96.314,HMAC,1,2,2,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,5,0,0.483,,,,0.296,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.0,0.261,96.3,2.0
1258,Low,RPath,264,2.0,1.0,0.25,2.0,0.5,0.020242914979757085,4.0,0.25,98.8,43,2,2,8.0,sidewalks,98.493,HMAC,1,2,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,5,0,0.486,,,,0.303,0.121,,,,,,,,,,0.015,0.046,,,,,,,,,,,,,,,,,,0,4.0,0.25,98.8,2.0
1259,Low,RPath,332,2.0,1.0,0.349,2.0,0.698,0.033277870216306155,4.0,0.349,60.1,46,3,2,8.0,sidewalks,60.101,HMAC,1,2,2,1,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.349,,,,,0.324,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,0,4.0,0.349,60.1,2.0
1260,Low,RPath,336,2.0,1.0,0.392,2.0,0.784,0.02680965147453083,4.0,0.392,74.6,48,3,2,8.0,sidewalks,74.571,HMAC,1,2,2,1,2,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.422,,,,,0.382,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,0,4.0,0.392,74.6,2.0
1261,Low,RPath,393,2.0,1.0,0.334,2.0,0.668,0.013280212483399735,4.0,0.334,150.6,43,2,2,8.0,sidewalks,150.563,HMAC,1,2,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.458,,,,0.159,0.279,,,,,,,,,,0.01,,,0.01,,,,,,,,,,,,,,,,0,4.0,0.334,150.6,2.0
1262,Low,RPath,913,2.0,1.0,0.352,2.0,0.704,0.00894054537326777,4.0,0.352,223.7,42,2,2,8.0,sidewalks,224.319,HMAC,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.362,,,,,0.322,,,,,,,,,,0.013,0.02,0.007,,,,,,,,,,,,,,,,,0,4.0,0.352,223.7,2.0
1263,Low,RPath,1029,2.0,1.0,0.398,2.0,0.796,0.17699115044247787,4.0,0.398,11.3,47,3,2,8.0,sidewalks,9.601,CON,1,2,2,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,2,2,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.398,,,,,0.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.0,0.398,11.3,12.0
1264,Low,RPath,1281,2.0,1.0,0.279,2.0,0.558,0.040160642570281124,4.0,0.279,49.8,32,2,2,8.0,sidewalks,45.183,CON,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,1,2,2,0,1,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.301,0.121,,,,0.121,,,,,,,,0.03,,,0.03,,,,,,,,,,,,,,,,,,0,4.0,0.279,49.8,2.0
1265,Low,RPath,485,2.0,1.0,0.285,2.0,0.57,0.010851871947911014,4.0,0.285,184.3,42,2,2,8.0,sidewalks,78.03,HMAC,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.285,,,,,0.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.0,0.285,184.3,2.0
1266,Low,RPath,1362,2.0,1.0,0.251,2.0,0.502,0.02789400278940028,4.0,0.251,71.7,44,2,2,8.0,walkways,71.674,HMAC,1,2,2,1,2,0,1,2,0,0,0,0,1,2,0,1,2,0,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.251,,,,,0.23,,,,,,,,,,,,,0.021,,,,,,,,,,,,,,,,0,4.0,0.251,71.7,2.0
1267,Low,RPath,1365,2.0,1.0,0.432,2.0,0.864,0.024009603841536616,4.0,0.432,83.3,43,2,2,8.0,walkways,83.275,HMAC,1,2,2,1,2,2,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.432,,,,,0.396,,,,,,,0.018,,,,,,0.018,,,,,,,,,,,,,,,,0,4.0,0.432,83.3,2.0
1268,Low,RPath,1371,2.0,1.0,0.272,2.0,0.544,0.05181347150259067,4.0,0.272,38.6,47,3,2,8.0,walkways,38.085,HMAC,1,2,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.621,,,0.155,0.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.0,0.272,38.6,2.0
1269,Low,RPath,1467,2.0,1.0,0.289,2.0,0.578,0.024038461538461536,4.0,0.289,83.2,38,2,2,8.0,walkways,83.159,HMAC,1,2,2,1,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.289,0.108,0.126,,,0.018,,,,,,,0.018,,,,,,0.018,,,,,,,,,,,,,,,,0,4.0,0.289,83.2,2.0
1270,Low,RPath,1470,2.0,1.0,0.301,2.0,0.602,0.02677376171352075,4.0,0.301,74.7,35,2,2,8.0,walkways,74.694,HMAC,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.301,,,0.241,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.0,0.301,74.7,2.0
1271,Low,RPath,1479,2.0,1.0,0.312,2.0,0.624,0.027700831024930747,4.0,0.312,72.2,35,2,2,8.0,walkways,72.193,SS,1,2,2,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0.312,,,,,,,,,,,,,,,,,,,,,,,,,0.042,,,0.27,,,,,,0,4.0,0.312,72.2,2.0
1272,Low,RPath,1490,2.0,1.0,0.277,2.0,0.554,0.02642007926023778,4.0,0.277,75.7,41,2,2,8.0,walkways,75.723,SS,1,2,2,1,0,0,1,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.277,,,,,,0,4.0,0.277,75.7,2.0
1273,Low,RPath,1500,2.0,1.0,0.415,2.0,0.83,0.02631578947368421,4.0,0.415,76.0,34,2,2,8.0,walkways,75.962,HMAC,1,2,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.415,,,,,0.395,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,0,4.0,0.415,76.0,2.0
