Priority_Rank,Priority_Category,FeatureType,AssetID,Impact,Contribution_Discrete,Contribution_Continuous,Benefit_Discrete,Benefit_Continuous,Benefit_Per_Asset_Length,ConditionScore,WeightedDistressExtentRatio,AssetLength,MI_Value_Public_Rebuild,MI_Score_Public_Rebuild,MI_Score_Public_Normalized,Risk_Product_Public_MI_x_Condition,source_layer,public_length_m,SurfaceMaterial,A2_400m_Score,A2_250m_Score,A2_100m_Score,A3_400m_Score,A3_250m_Score,A3_100m_Score,A4_400m_Score,A4_250m_Score,A4_100m_Score,B0_400m_Score,B0_250m_Score,B0_100m_Score,B1_400m_Score,B1_250m_Score,B1_100m_Score,B2_400m_Score,B2_250m_Score,B2_100m_Score,B3_400m_Score,B3_250m_Score,B3_100m_Score,C2_400m_Score,C2_250m_Score,C2_100m_Score,C3_0m_Score,C4_0m_Score,C5_0m_Score,C6_0m_Score,D0_400m_Score,D0_250m_Score,D0_100m_Score,D1_400m_Score,D1_250m_Score,D1_100m_Score,D2_400m_Score,D2_250m_Score,D2_100m_Score,D3_400m_Score,D3_250m_Score,D3_100m_Score,D4_400m_Score,D4_250m_Score,D4_100m_Score,E6_0m_Score,F1_400m_Score,F1_250m_Score,F1_100m_Score,F9_400m_Score,F9_250m_Score,F9_100m_Score,G0_400m_Score,G0_250m_Score,G0_100m_Score,G1_0m_Score,G2_0m_Score,G3_0m_Score,G4_0m_Score,G5_0m_Score,A1_400m_Score,A1_250m_Score,A1_100m_Score,E0_400m_Score,E0_250m_Score,E0_100m_Score,E1_400m_Score,E1_250m_Score,E1_100m_Score,E2_400m_Score,E2_250m_Score,E2_100m_Score,E3_400m_Score,E3_250m_Score,E3_100m_Score,C0_400m_Score,C0_250m_Score,C0_100m_Score,F0_400m_Score,F0_250m_Score,F0_100m_Score,F8_400m_Score,F8_250m_Score,F8_100m_Score,F2_0m_Score,F3_0m_Score,F4_0m_Score,F6_0m_Score,F7_0m_Score,A0_400m_Score,A0_250m_Score,A0_100m_Score,A5_400m_Score,A5_250m_Score,A5_100m_Score,C1_400m_Score,C1_250m_Score,C1_100m_Score,E4_0m_Score,E5_0m_Score,DistressExtentRatio,U_Gap_L3,U_Grade_L3,U_Trip_L3,D_Crack_L1,D_Crack_L2,D_Crossfall_L1,D_Heave_L1,D_Heave_L2,D_Patch_L1,D_Patch_L2,D_Ponding_L1,D_Ponding_L2,D_Rough_L1,D_Rough_L2,D_Trip_L1,D_Trip_L2,D_Utility_L1,D_Utility_L2,T_Crossfall_L1,T_Culvert_L1,T_Obstruct_L1,T_Pond_L2,T_Rocks_L1,T_Roots_L1,T_Roots_L2,T_Rut_L1,T_Rut_L2,T_Veg_L1,T_Mud_L1,T_Pond_L1,T_Rocks_L2,T_Steps_L1,T_Structure_L1,PedestrianIncidents_50m_2020_2024,ConditionScore_num,WeightedDistressExtentRatio_num,AssetLength_num,Benefit_With_Incidents
1274,Low,RPath,1509,2.0,1.0,0.307,2.0,0.614,0.05115089514066496,4.0,0.307,39.1,38,2,2,8.0,walkways,39.122,HMAC,1,2,2,1,2,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.307,,,0.077,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.0,0.307,39.1,2.0
1275,Low,RPath,107,1.0,2.0,0.236,2.0,0.236,0.02,3.0,0.236,100.0,28,2,1,3.0,sidewalks,99.954,HMAC,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,5,0,0.315,,,,0.105,0.18,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.0,0.236,100.0,2.0
1276,Low,RPath,110,1.0,2.0,0.102,2.0,0.102,0.020080321285140562,3.0,0.102,99.6,23,1,1,3.0,sidewalks,99.548,HMAC,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,5,0,0.331,,,,0.286,,,,,,,,,,,0.015,0.015,0.015,,,,,,,,,,,,,,,,,0,3.0,0.102,99.6,2.0
1277,Low,RPath,174,1.0,2.0,0.128,2.0,0.128,0.020618556701030927,3.0,0.128,97.0,27,1,1,3.0,sidewalks,97.045,HMAC,1,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,5,0,0.278,,,,0.201,0.031,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.0,0.128,97.0,2.0
1278,Low,RPath,175,1.0,2.0,0.125,2.0,0.125,0.021505376344086023,3.0,0.125,93.0,27,1,1,3.0,sidewalks,91.374,HMAC,1,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,5,0,0.323,,,,0.242,0.048,,,,,,,,,,,,0.032,,,,,,,,,,,,,,,,,0,3.0,0.125,93.0,2.0
1279,Low,RPath,1117,1.0,2.0,0.248,2.0,0.248,0.050890585241730284,3.0,0.248,39.3,28,2,1,3.0,sidewalks,36.603,CON,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.305,,,,0.076,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.0,0.248,39.3,2.0
1280,Low,RPath,1299,1.0,2.0,0.128,2.0,0.128,0.032520325203252036,3.0,0.128,61.5,28,2,1,3.0,sidewalks,57.567,CON,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,3,0.146,,,,0.024,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.0,0.128,61.5,2.0
1281,Low,RPath,1430,1.0,2.0,0.132,2.0,0.132,0.02512562814070352,3.0,0.132,79.6,22,1,1,3.0,walkways,79.553,SS,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0.132,,,,,,,,,,,,,,,,,,,,,0.075,0.057,,,,,,,,,,,,0,3.0,0.132,79.6,2.0
1282,Low,RPath,1518,1.0,2.0,0.144,2.0,0.144,0.020202020202020204,3.0,0.144,99.0,29,2,1,3.0,walkways,98.987,SS,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.152,,,,,,,,,,,,,,,,,,,,,0.015,,0.015,,,,,0.121,,,,,,0,3.0,0.144,99.0,2.0
1283,Low,RPath,1524,1.0,2.0,0.145,2.0,0.145,0.01755926251097454,3.0,0.145,113.9,29,2,1,3.0,walkways,113.909,SS,1,2,2,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.145,,,,,,,,,,,,,,,,,,,0.026,,,,,,,,0.105,0.013,,,,,,0,3.0,0.145,113.9,2.0
1284,Low,RPath,1532,1.0,2.0,0.177,2.0,0.177,0.019704433497536946,3.0,0.177,101.5,29,2,1,3.0,walkways,101.464,SS,1,2,2,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089,0.089,,,,,,0,3.0,0.177,101.5,2.0
1285,Low,RPath,109,1.0,1.0,0.292,1.0,0.292,0.010121457489878543,4.0,0.292,98.8,28,2,1,4.0,sidewalks,98.799,HMAC,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,5,0,0.486,,,0.03,0.258,0.182,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,0,4.0,0.292,98.8,1.0
1286,Low,RPath,118,1.0,1.0,0.309,1.0,0.309,0.010298661174047374,4.0,0.309,97.1,24,1,1,4.0,sidewalks,97.098,HMAC,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,5,0,0.494,,,,0.247,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.0,0.309,97.1,1.0
1287,Low,RPath,424,1.0,1.0,0.258,1.0,0.258,0.0099601593625498,4.0,0.258,100.4,26,1,1,4.0,sidewalks,98.623,HMAC,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,5,0,0.493,,,,0.314,0.149,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,0,4.0,0.258,100.4,1.0
1288,Low,RPath,1530,1.0,1.0,0.44,1.0,0.44,0.006993006993006993,4.0,0.44,143.0,26,1,1,4.0,walkways,143.034,HMAC,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,3,0.44,,,,,,,,,,,,,,,,,,,,,,0.021,,,,,,0.419,,,,,,0,4.0,0.44,143.0,1.0
1289,Very Low,RPath,321,5.0,0.0,0.905,0.0,4.525,0.0,5.0,0.905,197.3,92,5,5,25.0,sidewalks,196.895,HMAC,1,2,2,1,2,0,1,0,0,0,0,0,1,2,2,1,2,2,0,0,0,1,0,0,0,5,0,0,0,0,0,1,2,0,1,2,2,0,0,0,1,0,0,0,1,2,2,0,0,0,1,2,2,5,5,4,0,1,0,0,0,1,2,0,1,2,0,1,2,2,0,0,0,1,0,0,1,2,0,0,0,0,5,3,1,0,1,0,0,0,0,0,0,1,2,0,5,0,0.905,,,,,0.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.0,0.905,197.3,0.0
1290,Very Low,RPath,402,5.0,0.0,0.96,0.0,4.8,0.0,5.0,0.96,383.9,86,5,5,25.0,sidewalks,383.546,HMAC,1,2,2,1,2,0,1,2,0,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,5,5,0,2,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,5,5,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.965,,,,0.004,0.957,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,,1,5.0,0.96,383.9,10.0
1291,Very Low,RPath,632,5.0,0.0,0.892,0.0,4.46,0.0,5.0,0.892,208.6,100,5,5,25.0,sidewalks,208.708,HMAC,1,2,2,1,2,2,1,2,0,0,0,0,1,2,2,1,2,2,0,0,0,1,0,0,0,5,0,2,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,5,1,2,2,0,0,0,1,2,2,5,5,4,0,1,0,0,0,1,0,0,1,2,0,1,2,0,0,0,0,1,2,0,1,2,2,0,0,0,5,3,1,0,1,0,0,0,0,0,0,1,2,0,5,0,0.892,,,,,0.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.0,0.892,208.6,0.0
1292,Very Low,RPath,636,5.0,0.0,0.781,0.0,3.9050000000000002,0.0,5.0,0.781,201.5,89,5,5,25.0,sidewalks,167.289,HMAC,1,2,2,1,2,0,0,0,0,0,0,0,1,2,2,1,2,2,0,0,0,1,0,0,0,5,0,2,0,0,0,1,2,0,1,2,2,0,0,0,1,0,0,0,1,2,2,0,0,0,1,2,2,5,5,0,0,1,0,0,0,1,2,0,1,2,0,1,2,2,0,0,0,1,0,0,1,2,0,0,0,0,5,3,1,0,1,0,0,0,0,0,0,1,2,0,5,0,0.781,,,,,0.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.0,0.781,201.5,0.0
1293,Very Low,RPath,645,5.0,0.0,0.546,0.0,2.7300000000000004,0.0,5.0,0.546,297.8,86,5,5,25.0,sidewalks,298.144,HMAC,1,2,0,1,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,0,0,0,5,0,0,2,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,5,5,0,3,1,0,0,0,0,0,0,1,2,2,0,0,0,1,2,0,1,2,0,1,2,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0.564,,,,0.005,0.529,,,,,,0.015,,,,0.005,,,0.01,,,,,,,,,,,,,,,,0,5.0,0.546,297.8,0.0
1294,Very Low,RPath,757,5.0,0.0,0.753,0.0,3.765,0.0,5.0,0.753,162.3,95,5,5,25.0,sidewalks,162.335,HMAC,1,2,0,1,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,5,0,0,2,1,2,0,1,2,2,1,2,2,0,0,0,1,2,2,5,1,2,2,0,1,1,1,2,2,5,5,0,3,1,1,0,0,1,0,0,1,2,2,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,5,0,1,1,1,1,2,0,0,0,0,0,0,0,5,0,0.758,,,0.018,,0.721,,,0.009,,,,,,,0.009,,,,,,,,,,,,,,,,,,,0,5.0,0.753,162.3,0.0
1295,Very Low,RPath,759,5.0,0.0,0.76,0.0,3.8,0.0,5.0,0.76,139.2,94,5,5,25.0,sidewalks,139.152,HMAC,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,0,2,1,2,0,1,2,2,1,2,2,0,0,0,1,2,2,5,1,2,2,0,1,1,1,2,2,5,5,0,3,0,1,0,0,1,2,0,1,2,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,5,3,1,1,1,1,2,0,0,0,0,0,0,0,5,0,0.765,,,,,0.755,,,,,,,,,,,,0.011,,,,,,,,,,,,,,,,,4,5.0,0.76,139.2,30.0
1296,Very Low,RPath,766,5.0,0.0,0.613,0.0,3.065,0.0,5.0,0.613,314.6,90,5,5,25.0,sidewalks,312.884,HMAC,1,2,2,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,0,1,2,2,1,2,2,0,0,0,1,2,0,5,1,2,2,0,1,0,1,2,2,0,5,0,3,1,0,0,0,1,0,0,1,2,2,1,2,0,1,2,0,1,0,0,1,0,0,0,0,0,5,3,1,1,1,1,2,0,0,0,0,0,0,0,5,0,0.615,,,,,0.606,,,,,,,0.005,,,0.005,,,,,,,,,,,,,,,,,,,1,5.0,0.613,314.6,10.0
1297,Very Low,RPath,810,5.0,0.0,0.552,0.0,2.7600000000000002,0.0,5.0,0.552,168.4,95,5,5,25.0,sidewalks,167.684,HMAC,1,2,0,1,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,5,0,0,2,1,2,0,1,2,2,1,2,2,0,0,0,1,2,2,5,1,2,2,0,1,1,1,2,2,5,5,0,3,1,1,0,0,1,0,0,1,2,2,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,5,0,1,1,1,1,2,0,0,0,0,0,0,0,5,0,0.552,,,,,0.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.0,0.552,168.4,0.0
1298,Very Low,RPath,1152,5.0,0.0,0.775,0.0,3.875,0.0,5.0,0.775,123.4,86,5,5,25.0,sidewalks,123.444,HMAC,1,2,0,1,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,1,2,0,5,0,0,2,1,2,0,1,2,2,1,2,2,0,0,0,1,2,2,0,1,2,2,0,1,1,1,2,2,5,5,0,3,0,1,0,0,1,2,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,5,0,0.802,,,,0.024,0.766,,,,,,0.012,,,,,,,,,,,,,,,,,,,,,,,4,5.0,0.775,123.4,30.0
1299,Very Low,RPath,1340,5.0,0.0,0.765,0.0,3.825,0.0,5.0,0.765,269.5,94,5,5,25.0,sidewalks,184.462,HMAC,1,2,2,1,2,0,0,0,0,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,5,5,0,2,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,5,5,4,0,1,0,0,0,1,2,0,1,2,2,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,1,1,1,0,0,0,0,0,0,1,2,0,5,0,0.768,,,,,0.746,,,,,,,0.011,,,0.006,0.006,,,,,,,,,,,,,,,,,,0,5.0,0.765,269.5,0.0
1300,Very Low,RPath,85,4.0,0.0,0.94,0.0,3.76,0.0,5.0,0.94,217.0,80,4,4,20.0,sidewalks,216.993,HMAC,1,2,2,1,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,1,2,0,5,0,0,2,0,0,0,1,2,2,1,2,2,0,0,0,1,2,0,5,1,2,0,0,1,0,1,2,2,0,0,0,3,1,1,0,0,1,2,2,1,2,0,1,2,0,1,2,0,1,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0.94,,,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.0,0.94,217.0,10.0
1301,Very Low,RPath,126,4.0,0.0,0.892,0.0,3.568,0.0,5.0,0.892,217.0,77,4,4,20.0,sidewalks,216.995,CON,1,2,2,1,2,0,1,0,0,0,0,0,1,2,0,1,2,0,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,5,1,2,2,0,1,1,1,2,2,5,5,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,1,2,2,1,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5,0,0.892,,,,,0.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.0,0.892,217.0,0.0
1302,Very Low,RPath,133,4.0,0.0,0.546,0.0,2.184,0.0,5.0,0.546,79.7,76,4,4,20.0,sidewalks,77.705,HMAC,1,2,0,1,2,0,1,2,0,0,0,0,1,2,0,1,2,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,1,2,2,0,1,1,1,2,2,5,5,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,1,2,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0.546,,,,,0.527,,,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.0,0.546,79.7,0.0
1303,Very Low,RPath,134,4.0,0.0,0.935,0.0,3.74,0.0,5.0,0.935,78.6,74,4,4,20.0,sidewalks,79.076,HMAC,1,2,0,1,0,0,1,0,0,0,0,0,1,2,2,1,2,0,0,0,0,1,2,2,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,5,1,2,0,0,1,1,1,2,2,5,5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,2,1,2,2,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0.935,,,,,0.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.0,0.935,78.6,0.0
1304,Very Low,RPath,138,4.0,0.0,0.838,0.0,3.352,0.0,5.0,0.838,223.8,83,5,4,20.0,sidewalks,224.463,HMAC,1,2,2,1,2,0,1,2,0,0,0,0,1,2,2,1,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,1,2,2,0,1,1,1,2,2,5,5,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,2,1,2,2,0,0,0,0,3,1,0,1,1,0,0,0,0,0,1,0,0,5,0,0.838,,,,,0.831,,,,,,,0.007,,,,,,,,,,,,,,,,,,,,,,0,5.0,0.838,223.8,0.0
1305,Very Low,RPath,139,4.0,0.0,0.571,0.0,2.284,0.0,5.0,0.571,182.7,80,4,4,20.0,sidewalks,183.209,HMAC,1,2,0,1,2,0,1,2,0,0,0,0,1,2,0,1,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,1,2,2,0,1,1,1,2,2,5,5,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,2,1,2,2,0,0,0,0,3,1,0,1,1,2,0,0,0,0,0,0,0,5,0,0.575,,,,,0.55,,,,,,,,,,0.008,0.008,,0.008,,,,,,,,,,,,,,,,0,5.0,0.571,182.7,0.0
1306,Very Low,RPath,186,4.0,0.0,0.849,0.0,3.396,0.0,5.0,0.849,208.5,68,4,4,20.0,sidewalks,204.663,HMAC,1,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,5,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,2,2,5,3,1,1,1,0,0,0,1,0,0,0,0,0,5,0,0.849,,,,,0.842,,,,,,,0.007,,,,,,,,,,,,,,,,,,,,,,0,5.0,0.849,208.5,0.0
1307,Very Low,RPath,202,4.0,0.0,0.942,0.0,3.768,0.0,5.0,0.942,364.7,83,5,4,20.0,sidewalks,364.696,HMAC,1,2,2,1,2,2,1,2,2,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,0,0,1,0,1,2,2,5,5,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,2,1,2,2,1,0,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.942,,,,,0.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.0,0.942,364.7,0.0
1308,Very Low,RPath,356,4.0,0.0,0.92,0.0,3.68,0.0,5.0,0.92,50.6,68,4,4,20.0,sidewalks,50.554,HMAC,1,2,2,1,2,0,1,2,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,0,0,1,0,1,2,2,5,5,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.92,,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.0,0.92,50.6,0.0
1309,Very Low,RPath,362,4.0,0.0,0.902,0.0,3.608,0.0,5.0,0.902,119.8,70,4,4,20.0,sidewalks,118.111,HMAC,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,2,0,0,0,1,0,0,1,2,2,1,0,0,1,2,2,0,1,0,0,0,1,1,1,2,2,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.902,,,,,0.889,,,,,,,,,,,0.013,,,,,,,,,,,,,,,,,,0,5.0,0.902,119.8,0.0
1310,Very Low,RPath,369,4.0,0.0,0.958,0.0,3.832,0.0,5.0,0.958,77.5,70,4,4,20.0,sidewalks,73.39,HMAC,1,2,2,1,2,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5,5,0,2,0,0,0,1,2,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.967,,,,,0.948,,,,,,,,,,0.019,,,,,,,,,,,,,,,,,,,0,5.0,0.958,77.5,0.0
