Priority_Rank,Priority_Category,FeatureType,AssetID,Benefit_Discrete,Impact,Contribution_Discrete,RepairCost_Low,RepairCost_Mid,RepairCost_High,Benefit_per_Cost_Mid,SurfaceFamily,AssetLength,ConditionScore,MI_Score_Public_Normalized,public_length_m,Contribution_Continuous,Benefit_Continuous,Benefit_Per_Asset_Length,WeightedDistressExtentRatio,MI_Value_Public_Rebuild,MI_Score_Public_Rebuild,Risk_Product_Public_MI_x_Condition,source_layer,SurfaceMaterial,A2_400m_Score,A2_250m_Score,A2_100m_Score,A3_400m_Score,A3_250m_Score,A3_100m_Score,A4_400m_Score,A4_250m_Score,A4_100m_Score,B0_400m_Score,B0_250m_Score,B0_100m_Score,B1_400m_Score,B1_250m_Score,B1_100m_Score,B2_400m_Score,B2_250m_Score,B2_100m_Score,B3_400m_Score,B3_250m_Score,B3_100m_Score,C2_400m_Score,C2_250m_Score,C2_100m_Score,C3_0m_Score,C4_0m_Score,C5_0m_Score,C6_0m_Score,D0_400m_Score,D0_250m_Score,D0_100m_Score,D1_400m_Score,D1_250m_Score,D1_100m_Score,D2_400m_Score,D2_250m_Score,D2_100m_Score,D3_400m_Score,D3_250m_Score,D3_100m_Score,D4_400m_Score,D4_250m_Score,D4_100m_Score,E6_0m_Score,F1_400m_Score,F1_250m_Score,F1_100m_Score,F9_400m_Score,F9_250m_Score,F9_100m_Score,G0_400m_Score,G0_250m_Score,G0_100m_Score,G1_0m_Score,G2_0m_Score,G3_0m_Score,G4_0m_Score,G5_0m_Score,A1_400m_Score,A1_250m_Score,A1_100m_Score,E0_400m_Score,E0_250m_Score,E0_100m_Score,E1_400m_Score,E1_250m_Score,E1_100m_Score,E2_400m_Score,E2_250m_Score,E2_100m_Score,E3_400m_Score,E3_250m_Score,E3_100m_Score,C0_400m_Score,C0_250m_Score,C0_100m_Score,F0_400m_Score,F0_250m_Score,F0_100m_Score,F8_400m_Score,F8_250m_Score,F8_100m_Score,F2_0m_Score,F3_0m_Score,F4_0m_Score,F6_0m_Score,F7_0m_Score,A0_400m_Score,A0_250m_Score,A0_100m_Score,A5_400m_Score,A5_250m_Score,A5_100m_Score,C1_400m_Score,C1_250m_Score,C1_100m_Score,E4_0m_Score,E5_0m_Score,DistressExtentRatio,U_Gap_L3,U_Grade_L3,U_Trip_L3,D_Crack_L1,D_Crack_L2,D_Crossfall_L1,D_Heave_L1,D_Heave_L2,D_Patch_L1,D_Patch_L2,D_Ponding_L1,D_Ponding_L2,D_Rough_L1,D_Rough_L2,D_Trip_L1,D_Trip_L2,D_Utility_L1,D_Utility_L2,T_Crossfall_L1,T_Culvert_L1,T_Obstruct_L1,T_Pond_L2,T_Rocks_L1,T_Roots_L1,T_Roots_L2,T_Rut_L1,T_Rut_L2,T_Veg_L1,T_Mud_L1,T_Pond_L1,T_Rocks_L2,T_Steps_L1,T_Structure_L1,PedestrianIncidents_50m_2020_2024,ConditionScore_num,WeightedDistressExtentRatio_num,AssetLength_num,Benefit_With_Incidents,public_length_m_num
1251,Low,RPath,1533,3.0,1.0,3.0,75.0,112.0,149.0,0.026785714285714284,Asphalt,41.5,2.0,1,41.539,0.072,0.072,0.072289156626506,0.072,25,1,2.0,walkways,HMAC,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.072,,,,,,,,,,,,,,,,,,,,,0.072,,,,,,,,,,,,,0,2.0,0.072,41.5,3.0,41.539
1252,Low,RPath,1534,3.0,1.0,3.0,386.0,580.0,773.0,0.005172413793103448,Asphalt,109.0,2.0,1,108.999,0.1,0.1,0.0275229357798165,0.1,29,2,2.0,walkways,HMAC,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,3,0.11,,,0.014,0.014,,,,,,,,0.014,,,,,,0.014,,,0.055,,,,,,,,,,,,,0,2.0,0.1,109.0,3.0,108.999
1253,Low,RPath,46,2.0,2.0,1.0,292.0,439.0,585.0,0.004555808656036446,Asphalt,169.0,4.0,2,169.366,0.306,0.612,0.0118343195266272,0.306,42,2,8.0,sidewalks,HMAC,1,2,2,1,0,0,1,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.346,,,,0.053,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.0,0.306,169.0,2.0,169.366
1254,Low,RPath,48,2.0,2.0,1.0,749.0,1123.0,1498.0,0.0017809439002671415,Asphalt,293.1,4.0,2,293.121,0.487,0.974,0.0068236096895257,0.487,42,2,8.0,sidewalks,HMAC,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.491,,,,,0.486,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,0,4.0,0.487,293.1,2.0,293.121
1255,Low,RPath,63,2.0,2.0,1.0,301.0,452.0,602.0,0.004424778761061947,Asphalt,154.0,4.0,2,153.973,0.265,0.53,0.0129870129870129,0.265,45,2,8.0,sidewalks,HMAC,1,2,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1,2,0,0,0,0,1,2,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.351,,,,0.107,0.234,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,0,4.0,0.265,154.0,2.0,153.973
1256,Low,RPath,111,2.0,2.0,1.0,216.0,324.0,433.0,0.006172839506172839,Asphalt,97.0,4.0,2,99.915,0.286,0.572,0.0206185567010309,0.286,41,2,8.0,sidewalks,HMAC,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,5,0,0.387,,,,0.124,0.247,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,0,4.0,0.286,97.0,2.0,99.915
1257,Low,RPath,172,2.0,2.0,1.0,233.0,349.0,465.0,0.0057306590257879654,Asphalt,96.3,4.0,2,96.314,0.261,0.522,0.0207684319833852,0.261,35,2,8.0,sidewalks,HMAC,1,2,2,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,5,0,0.483,,,,0.296,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.0,0.261,96.3,2.0,96.314
1258,Low,RPath,264,2.0,2.0,1.0,360.0,540.0,720.0,0.003703703703703704,Asphalt,98.8,4.0,2,98.493,0.25,0.5,0.020242914979757,0.25,43,2,8.0,sidewalks,HMAC,1,2,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,5,0,0.486,,,,0.303,0.121,,,,,,,,,,0.015,0.046,,,,,,,,,,,,,,,,,,0,4.0,0.25,98.8,2.0,98.493
1259,Low,RPath,332,2.0,2.0,1.0,135.0,202.0,270.0,0.009900990099009901,Asphalt,60.1,4.0,2,60.101,0.349,0.698,0.0332778702163061,0.349,46,3,8.0,sidewalks,HMAC,1,2,2,1,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.349,,,,,0.324,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,0,4.0,0.349,60.1,2.0,60.101
1260,Low,RPath,336,2.0,2.0,1.0,217.0,326.0,434.0,0.006134969325153374,Asphalt,74.6,4.0,2,74.571,0.392,0.784,0.0268096514745308,0.392,48,3,8.0,sidewalks,HMAC,1,2,2,1,2,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.422,,,,,0.382,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,0,4.0,0.392,74.6,2.0,74.571
1261,Low,RPath,393,2.0,2.0,1.0,405.0,608.0,810.0,0.003289473684210526,Asphalt,150.6,4.0,2,150.563,0.334,0.668,0.0132802124833997,0.334,43,2,8.0,sidewalks,HMAC,1,2,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.458,,,,0.159,0.279,,,,,,,,,,0.01,,,0.01,,,,,,,,,,,,,,,,0,4.0,0.334,150.6,2.0,150.563
1262,Low,RPath,913,2.0,2.0,1.0,584.0,876.0,1168.0,0.00228310502283105,Asphalt,223.7,4.0,2,224.319,0.352,0.704,0.0089405453732677,0.352,42,2,8.0,sidewalks,HMAC,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.362,,,,,0.322,,,,,,,,,,0.013,0.02,0.007,,,,,,,,,,,,,,,,,0,4.0,0.352,223.7,2.0,224.319
1263,Low,RPath,1029,2.0,2.0,1.0,22.0,34.0,45.0,0.058823529411764705,Asphalt,11.3,4.0,2,9.601,0.398,0.796,0.1769911504424778,0.398,47,3,8.0,sidewalks,CON,1,2,2,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,2,2,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.398,,,,,0.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.0,0.398,11.3,12.0,9.601
1264,Low,RPath,1281,2.0,2.0,1.0,707.0,1061.0,1415.0,0.001885014137606032,Asphalt,49.8,4.0,2,45.183,0.279,0.558,0.0401606425702811,0.279,32,2,8.0,sidewalks,CON,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,1,2,2,0,1,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.301,0.121,,,,0.121,,,,,,,,0.03,,,0.03,,,,,,,,,,,,,,,,,,0,4.0,0.279,49.8,2.0,45.183
1265,Low,RPath,485,2.0,2.0,1.0,263.0,394.0,525.0,0.005076142131979695,Asphalt,184.3,4.0,2,78.03,0.285,0.57,0.010851871947911,0.285,42,2,8.0,sidewalks,HMAC,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.285,,,,,0.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.0,0.285,184.3,2.0,78.03
1266,Low,RPath,1362,2.0,2.0,1.0,120.0,180.0,240.0,0.011111111111111112,Asphalt,71.7,4.0,2,71.674,0.251,0.502,0.0278940027894002,0.251,44,2,8.0,walkways,HMAC,1,2,2,1,2,0,1,2,0,0,0,0,1,2,0,1,2,0,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.251,,,,,0.23,,,,,,,,,,,,,0.021,,,,,,,,,,,,,,,,0,4.0,0.251,71.7,2.0,71.674
1267,Low,RPath,1365,2.0,2.0,1.0,240.0,360.0,480.0,0.005555555555555556,Asphalt,83.3,4.0,2,83.275,0.432,0.864,0.0240096038415366,0.432,43,2,8.0,walkways,HMAC,1,2,2,1,2,2,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.432,,,,,0.396,,,,,,,0.018,,,,,,0.018,,,,,,,,,,,,,,,,0,4.0,0.432,83.3,2.0,83.275
1268,Low,RPath,1371,2.0,2.0,1.0,688.0,1032.0,1376.0,0.001937984496124031,Asphalt,38.6,4.0,2,38.085,0.272,0.544,0.0518134715025906,0.272,47,3,8.0,walkways,HMAC,1,2,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.621,,,0.155,0.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.0,0.272,38.6,2.0,38.085
1269,Low,RPath,1467,2.0,2.0,1.0,2029.0,3044.0,4058.0,0.000657030223390276,Asphalt,83.2,4.0,2,83.159,0.289,0.578,0.0240384615384615,0.289,38,2,8.0,walkways,HMAC,1,2,2,1,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.289,0.108,0.126,,,0.018,,,,,,,0.018,,,,,,0.018,,,,,,,,,,,,,,,,0,4.0,0.289,83.2,2.0,83.159
1270,Low,RPath,1470,2.0,2.0,1.0,1823.0,2734.0,3645.0,0.000731528895391368,Asphalt,74.7,4.0,2,74.694,0.301,0.602,0.0267737617135207,0.301,35,2,8.0,walkways,HMAC,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.301,,,0.241,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.0,0.301,74.7,2.0,74.694
1271,Low,RPath,1479,2.0,2.0,1.0,791.0,1186.0,1581.0,0.0016863406408094434,Asphalt,72.2,4.0,2,72.193,0.312,0.624,0.0277008310249307,0.312,35,2,8.0,walkways,SS,1,2,2,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0.312,,,,,,,,,,,,,,,,,,,,,,,,,0.042,,,0.27,,,,,,0,4.0,0.312,72.2,2.0,72.193
1272,Low,RPath,1490,2.0,2.0,1.0,524.0,786.0,1048.0,0.002544529262086514,Asphalt,75.7,4.0,2,75.723,0.277,0.554,0.0264200792602377,0.277,41,2,8.0,walkways,SS,1,2,2,1,0,0,1,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.277,,,,,,0,4.0,0.277,75.7,2.0,75.723
1273,Low,RPath,1500,2.0,2.0,1.0,188.0,282.0,376.0,0.0070921985815602835,Asphalt,76.0,4.0,2,75.962,0.415,0.83,0.0263157894736842,0.415,34,2,8.0,walkways,HMAC,1,2,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.415,,,,,0.395,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,0,4.0,0.415,76.0,2.0,75.962
1274,Low,RPath,1509,2.0,2.0,1.0,526.0,789.0,1052.0,0.0025348542458808617,Asphalt,39.1,4.0,2,39.122,0.307,0.614,0.0511508951406649,0.307,38,2,8.0,walkways,HMAC,1,2,2,1,2,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.307,,,0.077,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.0,0.307,39.1,2.0,39.122
1275,Low,RPath,107,2.0,1.0,2.0,218.0,326.0,435.0,0.006134969325153374,Asphalt,100.0,3.0,1,99.954,0.236,0.236,0.02,0.236,28,2,3.0,sidewalks,HMAC,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,5,0,0.315,,,,0.105,0.18,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.0,0.236,100.0,2.0,99.954
1276,Low,RPath,110,2.0,1.0,2.0,254.0,382.0,509.0,0.005235602094240838,Asphalt,99.6,3.0,1,99.548,0.102,0.102,0.0200803212851405,0.102,23,1,3.0,sidewalks,HMAC,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,5,0,0.331,,,,0.286,,,,,,,,,,,0.015,0.015,0.015,,,,,,,,,,,,,,,,,0,3.0,0.102,99.6,2.0,99.548
1277,Low,RPath,174,2.0,1.0,2.0,224.0,336.0,448.0,0.005952380952380952,Asphalt,97.0,3.0,1,97.045,0.128,0.128,0.0206185567010309,0.128,27,1,3.0,sidewalks,HMAC,1,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,5,0,0.278,,,,0.201,0.031,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.0,0.128,97.0,2.0,97.045
1278,Low,RPath,175,2.0,1.0,2.0,209.0,314.0,418.0,0.006369426751592357,Asphalt,93.0,3.0,1,91.374,0.125,0.125,0.021505376344086,0.125,27,1,3.0,sidewalks,HMAC,1,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,5,0,0.323,,,,0.242,0.048,,,,,,,,,,,,0.032,,,,,,,,,,,,,,,,,0,3.0,0.125,93.0,2.0,91.374
1279,Low,RPath,1117,2.0,1.0,2.0,60.0,90.0,120.0,0.022222222222222223,Asphalt,39.3,3.0,1,36.603,0.248,0.248,0.0508905852417302,0.248,28,2,3.0,sidewalks,CON,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.305,,,,0.076,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.0,0.248,39.3,2.0,36.603
1280,Low,RPath,1299,2.0,1.0,2.0,45.0,67.0,90.0,0.029850746268656716,Asphalt,61.5,3.0,1,57.567,0.128,0.128,0.032520325203252,0.128,28,2,3.0,sidewalks,CON,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,3,0.146,,,,0.024,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.0,0.128,61.5,2.0,57.567
1281,Low,RPath,1430,2.0,1.0,2.0,603.0,904.0,1206.0,0.0022123893805309734,Asphalt,79.6,3.0,1,79.553,0.132,0.132,0.0251256281407035,0.132,22,1,3.0,walkways,SS,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0.132,,,,,,,,,,,,,,,,,,,,,0.075,0.057,,,,,,,,,,,,0,3.0,0.132,79.6,2.0,79.553
1282,Low,RPath,1518,2.0,1.0,2.0,374.0,561.0,747.0,0.0035650623885918,Asphalt,99.0,3.0,1,98.987,0.144,0.144,0.0202020202020202,0.144,29,2,3.0,walkways,SS,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0.152,,,,,,,,,,,,,,,,,,,,,0.015,,0.015,,,,,0.121,,,,,,0,3.0,0.144,99.0,2.0,98.987
1283,Low,RPath,1524,2.0,1.0,2.0,1307.0,1961.0,2614.0,0.0010198878123406426,Asphalt,113.9,3.0,1,113.909,0.145,0.145,0.0175592625109745,0.145,29,2,3.0,walkways,SS,1,2,2,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.145,,,,,,,,,,,,,,,,,,,0.026,,,,,,,,0.105,0.013,,,,,,0,3.0,0.145,113.9,2.0,113.909
