Priority_Rank,Priority_Category,FeatureType,AssetID,Benefit_Discrete,Impact,Contribution_Discrete,RepairCost_Low,RepairCost_Mid,RepairCost_High,Benefit_per_Cost_Mid,SurfaceFamily,AssetLength,ConditionScore,MI_Score_Public_Normalized,public_length_m,Contribution_Continuous,Benefit_Continuous,Benefit_Per_Asset_Length,WeightedDistressExtentRatio,MI_Value_Public_Rebuild,MI_Score_Public_Rebuild,Risk_Product_Public_MI_x_Condition,source_layer,SurfaceMaterial,A2_400m_Score,A2_250m_Score,A2_100m_Score,A3_400m_Score,A3_250m_Score,A3_100m_Score,A4_400m_Score,A4_250m_Score,A4_100m_Score,B0_400m_Score,B0_250m_Score,B0_100m_Score,B1_400m_Score,B1_250m_Score,B1_100m_Score,B2_400m_Score,B2_250m_Score,B2_100m_Score,B3_400m_Score,B3_250m_Score,B3_100m_Score,C2_400m_Score,C2_250m_Score,C2_100m_Score,C3_0m_Score,C4_0m_Score,C5_0m_Score,C6_0m_Score,D0_400m_Score,D0_250m_Score,D0_100m_Score,D1_400m_Score,D1_250m_Score,D1_100m_Score,D2_400m_Score,D2_250m_Score,D2_100m_Score,D3_400m_Score,D3_250m_Score,D3_100m_Score,D4_400m_Score,D4_250m_Score,D4_100m_Score,E6_0m_Score,F1_400m_Score,F1_250m_Score,F1_100m_Score,F9_400m_Score,F9_250m_Score,F9_100m_Score,G0_400m_Score,G0_250m_Score,G0_100m_Score,G1_0m_Score,G2_0m_Score,G3_0m_Score,G4_0m_Score,G5_0m_Score,A1_400m_Score,A1_250m_Score,A1_100m_Score,E0_400m_Score,E0_250m_Score,E0_100m_Score,E1_400m_Score,E1_250m_Score,E1_100m_Score,E2_400m_Score,E2_250m_Score,E2_100m_Score,E3_400m_Score,E3_250m_Score,E3_100m_Score,C0_400m_Score,C0_250m_Score,C0_100m_Score,F0_400m_Score,F0_250m_Score,F0_100m_Score,F8_400m_Score,F8_250m_Score,F8_100m_Score,F2_0m_Score,F3_0m_Score,F4_0m_Score,F6_0m_Score,F7_0m_Score,A0_400m_Score,A0_250m_Score,A0_100m_Score,A5_400m_Score,A5_250m_Score,A5_100m_Score,C1_400m_Score,C1_250m_Score,C1_100m_Score,E4_0m_Score,E5_0m_Score,DistressExtentRatio,U_Gap_L3,U_Grade_L3,U_Trip_L3,D_Crack_L1,D_Crack_L2,D_Crossfall_L1,D_Heave_L1,D_Heave_L2,D_Patch_L1,D_Patch_L2,D_Ponding_L1,D_Ponding_L2,D_Rough_L1,D_Rough_L2,D_Trip_L1,D_Trip_L2,D_Utility_L1,D_Utility_L2,T_Crossfall_L1,T_Culvert_L1,T_Obstruct_L1,T_Pond_L2,T_Rocks_L1,T_Roots_L1,T_Roots_L2,T_Rut_L1,T_Rut_L2,T_Veg_L1,T_Mud_L1,T_Pond_L1,T_Rocks_L2,T_Steps_L1,T_Structure_L1,PedestrianIncidents_50m_2020_2024,ConditionScore_num,WeightedDistressExtentRatio_num,AssetLength_num,Benefit_With_Incidents,public_length_m_num
1217,Low,RPath,270,3.0,3.0,1.0,893.0,1340.0,1786.0,0.002238805970149254,Asphalt,209.4,4.0,3,87.0,0.308,0.924,0.0143266475644699,0.308,55,3,12.0,sidewalks,HMAC,1,2,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,5,0,0,1,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,2,2,1,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,5,0,0.416,,0.014,,0.143,0.215,,,,,,,0.029,,,,0.007,,0.007,,,,,,,,,,,,,,,,0,4.0,0.308,209.4,3.0,87.0
1218,Low,RPath,1462,3.0,3.0,1.0,719.0,1079.0,1439.0,0.0027803521779425394,Asphalt,87.9,4.0,3,87.923,0.341,1.023,0.0341296928327645,0.341,59,3,12.0,walkways,HMAC,1,2,0,1,2,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,2,0,0,0,1,2,0,0,0,0,0,0,1,0,1,2,0,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.341,,,,,0.017,,,0.222,,,,0.102,,,,,,,,,,,,,,,,,,,,,,0,4.0,0.341,87.9,3.0,87.923
1219,Low,RPath,1493,3.0,3.0,1.0,450.0,675.0,900.0,0.0044444444444444444,Asphalt,43.6,4.0,3,43.594,0.413,1.239,0.0688073394495412,0.413,49,3,12.0,walkways,SS,1,2,0,1,2,2,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.413,,,,,,0,4.0,0.413,43.6,3.0,43.594
1220,Low,RPath,1550,3.0,3.0,1.0,106.0,158.0,211.0,0.0189873417721519,Asphalt,52.5,4.0,3,52.476,0.286,0.8579999999999999,0.0571428571428571,0.286,56,3,12.0,walkways,HMAC,1,2,2,1,2,0,1,2,0,0,0,0,1,2,2,1,2,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,2,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.286,,,,,0.257,,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.0,0.286,52.5,3.0,52.476
1221,Low,RPath,1552,3.0,3.0,1.0,90.0,135.0,179.0,0.022222222222222223,Asphalt,33.1,4.0,3,33.093,0.363,1.089,0.0906344410876132,0.363,61,3,12.0,walkways,HMAC,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,1,2,2,1,0,0,1,2,2,0,1,0,0,0,1,0,1,2,2,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.363,,,,,0.317,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.0,0.363,33.1,3.0,33.093
1222,Low,RPath,276,3.0,1.0,3.0,90.0,135.0,180.0,0.022222222222222223,Asphalt,100.7,2.0,1,103.008,0.034,0.034,0.0297914597815292,0.034,23,1,2.0,sidewalks,CON,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.119,,,,0.104,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,0,2.0,0.034,100.7,3.0,103.008
1223,Low,RPath,297,3.0,1.0,3.0,1628.0,2442.0,3256.0,0.0012285012285012285,Asphalt,394.2,2.0,1,394.206,0.063,0.063,0.0076103500761035,0.063,25,1,2.0,sidewalks,CON,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.202,,,0.004,0.057,0.004,,,,0.004,,,,0.114,0.004,0.015,,,,,,,,,,,,,,,,,,,0,2.0,0.063,394.2,3.0,394.206
1224,Low,RPath,372,3.0,1.0,3.0,1293.0,1940.0,2587.0,0.0015463917525773195,Asphalt,394.3,2.0,1,394.262,0.054,0.054,0.0076084199847831,0.054,24,1,2.0,sidewalks,CON,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.156,,,,0.027,0.004,,,,0.023,,,,0.076,,0.015,0.011,,,,,,,,,,,,,,,,,,0,2.0,0.054,394.3,3.0,394.262
1225,Low,RPath,421,3.0,1.0,3.0,112.0,168.0,225.0,0.017857142857142856,Asphalt,96.8,2.0,1,96.79,0.093,0.093,0.03099173553719,0.093,27,1,2.0,sidewalks,HMAC,1,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,5,0,0.232,,,,0.186,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.093,96.8,3.0,96.79
1226,Low,RPath,1014,3.0,1.0,3.0,164.0,247.0,329.0,0.012145748987854251,Asphalt,149.5,2.0,1,150.76,0.015,0.015,0.020066889632107,0.015,24,1,2.0,sidewalks,CON,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0.03,,,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.015,149.5,3.0,150.76
1227,Low,RPath,1016,3.0,1.0,3.0,60.0,90.0,120.0,0.03333333333333333,Asphalt,39.8,2.0,1,32.917,0.075,0.075,0.0753768844221105,0.075,22,1,2.0,sidewalks,CON,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0.301,,,,0.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.075,39.8,3.0,32.917
1228,Low,RPath,1019,3.0,1.0,3.0,150.0,225.0,300.0,0.013333333333333334,Asphalt,26.7,2.0,1,26.162,0.056,0.056,0.1123595505617977,0.056,28,2,2.0,sidewalks,CON,1,2,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.225,,,,,,,,,,,,,0.225,,,,,,,,,,,,,,,,,,,,,0,2.0,0.056,26.7,3.0,26.162
1229,Low,RPath,1046,3.0,1.0,3.0,22.0,33.0,45.0,0.09090909090909091,Asphalt,75.6,2.0,1,75.685,0.015,0.015,0.0396825396825396,0.015,27,1,2.0,sidewalks,CON,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.059,,,,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.015,75.6,3.0,75.685
1230,Low,RPath,1047,3.0,1.0,3.0,514.0,771.0,1028.0,0.0038910505836575876,Asphalt,227.0,2.0,1,226.544,0.048,0.048,0.013215859030837,0.048,29,2,2.0,sidewalks,CON,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.073,0.02,,,0.033,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.048,227.0,3.0,226.544
1231,Low,RPath,1060,3.0,1.0,3.0,225.0,338.0,451.0,0.008875739644970414,Asphalt,81.2,2.0,1,75.43,0.028,0.028,0.0369458128078817,0.028,27,1,2.0,sidewalks,CON,1,2,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0.111,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,0,2.0,0.028,81.2,3.0,75.43
1232,Low,RPath,1127,3.0,1.0,3.0,15.0,23.0,30.0,0.13043478260869565,Asphalt,66.8,2.0,1,66.595,0.011,0.011,0.0449101796407185,0.011,26,1,2.0,sidewalks,CON,1,0,0,1,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.045,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.011,66.8,3.0,66.595
1233,Low,RPath,1131,3.0,1.0,3.0,53.0,79.0,105.0,0.0379746835443038,Asphalt,206.8,2.0,1,206.505,0.045,0.045,0.0145067698259187,0.045,29,2,2.0,sidewalks,CON,1,2,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,3,0.051,,,,0.007,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.045,206.8,3.0,206.505
1234,Low,RPath,1217,3.0,1.0,3.0,149.0,224.0,298.0,0.013392857142857142,Asphalt,40.3,2.0,1,40.317,0.037,0.037,0.0744416873449131,0.037,25,1,2.0,sidewalks,HMAC,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.037,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.0,0.037,40.3,13.0,40.317
1235,Low,RPath,1248,3.0,1.0,3.0,59.0,89.0,118.0,0.033707865168539325,Asphalt,357.7,2.0,1,357.232,0.015,0.015,0.0083869164103997,0.015,19,1,2.0,sidewalks,CON,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.034,,,,0.025,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.015,357.7,3.0,357.232
1236,Low,RPath,1250,3.0,1.0,3.0,7.0,11.0,15.0,0.2727272727272727,Asphalt,55.0,2.0,1,52.433,0.027,0.027,0.0545454545454545,0.027,24,1,2.0,sidewalks,CON,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,5,0,0.027,,,,,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.027,55.0,3.0,52.433
1237,Low,RPath,1297,3.0,1.0,3.0,38.0,57.0,76.0,0.05263157894736842,Asphalt,50.7,2.0,1,44.755,0.015,0.015,0.059171597633136,0.015,25,1,2.0,sidewalks,CON,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,3,0.03,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,0,2.0,0.015,50.7,3.0,44.755
1238,Low,RPath,1300,3.0,1.0,3.0,22.0,34.0,45.0,0.08823529411764706,Asphalt,89.4,2.0,1,86.226,0.013,0.013,0.0335570469798657,0.013,27,1,2.0,sidewalks,CON,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.05,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.013,89.4,3.0,86.226
1239,Low,RPath,1303,3.0,1.0,3.0,52.0,78.0,104.0,0.038461538461538464,Asphalt,42.4,2.0,1,42.004,0.062,0.062,0.070754716981132,0.062,27,1,2.0,sidewalks,CON,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.106,,,,0.035,0.035,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,0,2.0,0.062,42.4,3.0,42.004
1240,Low,RPath,1318,3.0,1.0,3.0,52.0,78.0,104.0,0.038461538461538464,Asphalt,92.1,2.0,1,90.623,0.016,0.016,0.0325732899022801,0.016,22,1,2.0,sidewalks,CON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.049,,,,0.033,,,,,,,,,,,0.016,,,,,,,,,,,,,,,,,,,0,2.0,0.016,92.1,3.0,90.623
1241,Low,RPath,1319,3.0,1.0,3.0,23.0,34.0,45.0,0.08823529411764706,Asphalt,85.1,2.0,1,82.98,0.013,0.013,0.0352526439482961,0.013,23,1,2.0,sidewalks,CON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.053,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.013,85.1,3.0,82.98
1242,Low,RPath,1328,3.0,1.0,3.0,38.0,57.0,75.0,0.05263157894736842,Asphalt,39.7,2.0,1,26.799,0.019,0.019,0.0755667506297229,0.019,27,1,2.0,sidewalks,CON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.038,,,,,,,,,,,,,,,0.038,,,,,,,,,,,,,,,,,,,0,2.0,0.019,39.7,3.0,26.799
1243,Low,RPath,1329,3.0,1.0,3.0,15.0,23.0,30.0,0.13043478260869565,Asphalt,38.1,2.0,1,35.766,0.02,0.02,0.0787401574803149,0.02,26,1,2.0,sidewalks,CON,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.079,,,,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.02,38.1,3.0,35.766
1244,Low,RPath,1558,3.0,1.0,3.0,75.0,113.0,150.0,0.02654867256637168,Asphalt,161.4,2.0,1,159.505,0.023,0.023,0.0185873605947955,0.023,29,2,2.0,sidewalks,CON,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.093,,,,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.023,161.4,3.0,159.505
1245,Low,RPath,1559,3.0,1.0,3.0,45.0,67.0,90.0,0.04477611940298507,Asphalt,79.3,2.0,1,77.035,0.028,0.028,0.0378310214375788,0.028,28,2,2.0,sidewalks,CON,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.113,,,,0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.028,79.3,3.0,77.035
1246,Low,RPath,1565,3.0,1.0,3.0,37.0,56.0,75.0,0.05357142857142857,Asphalt,41.4,2.0,1,42.055,0.018,0.018,0.072463768115942,0.018,24,1,2.0,sidewalks,CON,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0.036,,,,,,,,,,,,,,,0.036,,,,,,,,,,,,,,,,,,,0,2.0,0.018,41.4,3.0,42.055
1247,Low,RPath,1619,3.0,1.0,3.0,38.0,56.0,75.0,0.05357142857142857,Asphalt,101.4,2.0,1,99.792,0.018,0.018,0.029585798816568,0.018,16,1,2.0,sidewalks,CON,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0.074,,,,0.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.018,101.4,3.0,99.792
1248,Low,RPath,1620,3.0,1.0,3.0,38.0,57.0,76.0,0.05263157894736842,Asphalt,92.1,2.0,1,89.946,0.045,0.045,0.0325732899022801,0.045,19,1,2.0,sidewalks,CON,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0.081,,,,0.049,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.045,92.1,3.0,89.946
1249,Low,RPath,1427,3.0,1.0,3.0,82.0,123.0,164.0,0.024390243902439025,Asphalt,59.3,2.0,1,59.316,0.063,0.063,0.0505902192242833,0.063,27,1,2.0,walkways,HMAC,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0.177,,,,0.152,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,0,2.0,0.063,59.3,3.0,59.316
1250,Low,RPath,1523,3.0,1.0,3.0,530.0,795.0,1060.0,0.0037735849056603774,Asphalt,119.1,2.0,1,119.089,0.063,0.063,0.0251889168765743,0.063,21,1,2.0,walkways,SS,1,2,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0.063,,,,,,,,,,,,,,,,,,,0.013,,,,,,0.038,,,0.013,,,,,,0,2.0,0.063,119.1,3.0,119.089
